Date;Prec;Temp;PET;Qobs
2017-01-24;3.15;24.2;5.078643076971164;2.072858058690745
2017-01-25;14.2;24.13;5.064776159072535;2.0983221670428898
2017-01-26;27.175;23.83;5.010807449468799;2.1183188261851016
2017-01-27;29.05;23.6;4.968900740780842;2.138315485327314
2017-01-28;21.875;24.0;5.036292686098575;2.1585031151241543
2017-01-29;19.0;24.23;5.073964849382011;2.1786907449209933
2017-01-30;0.0;24.57;5.130529375001074;2.197921896162528
2017-01-31;1.775;24.47;5.1105693161964325;2.2127485327313776
2017-02-01;11.9;24.6;5.130323701529055;2.206790248306998
2017-02-02;1.725;23.33;4.907368789471589;2.185844424379233
2017-02-03;0.85;24.1;5.0376602082100055;2.164898600451468
2017-02-04;6.95;24.83;5.16068239006271;2.1619600902934533
2017-02-05;13.325;24.13;5.036120809778857;2.1590215801354407
2017-02-06;5.5;24.6;5.113667317977584;2.1474308803611737
2017-02-07;39.575;23.9;4.988920519196534;2.128375259593679
2017-02-08;7.7;24.53;5.093573833532925;2.1373525056433413
2017-02-09;16.375;24.37;5.06168968053931;2.1463297516930018
2017-02-10;65.95;24.8;5.131233817833072;2.155306997742664
2017-02-11;10.35;24.8;5.1264521620264105;2.164284243792325
2017-02-12;18.425;23.8;4.949586856791905;2.185794853273137
2017-02-13;14.625;24.07;4.990885553369027;2.2010261851015804
2017-02-14;31.725;23.17;4.831204708046776;2.2150044243792326
2017-02-15;24.3;23.33;4.853227858800025;2.233682979683973
2017-02-16;9.325;23.97;4.957094893843813;2.2613387810383747
2017-02-17;11.45;23.0;4.785310683378324;2.294843972911964
2017-02-18;11.25;23.63;4.886807171708309;2.325169300225733
2017-02-19;31.25;24.33;4.999720047468261;2.352583747178329
2017-02-20;23.075;23.87;4.9145964252428325;2.3799981941309256
2017-02-21;3.425;23.7;4.878741188322329;2.4066853273137694
2017-02-22;2.425;24.3;4.973422441581008;2.4333724604966145
2017-02-23;11.875;25.0;5.084492005118579;2.4520510158013544
2017-02-24;22.875;25.57;5.172932237567695;2.4490320541760724
2017-02-25;5.425;24.03;4.904329077885972;2.504423295711061
2017-02-26;3.375;23.5;4.806672895637326;2.564186546275395
2017-02-27;24.55;23.73;4.837023073865927;2.593752866817156
2017-02-28;6.5;23.47;4.784629184095666;2.6295984650112865
2017-03-01;11.175;23.97;4.85962604600742;2.6490725959367944
2017-03-02;22.525;23.53;4.776664402211764;2.665366862302483
2017-03-03;13.05;24.3;4.895917305967537;2.681661128668172
2017-03-04;4.65;25.73;5.124449873897448;2.678481264108352
2017-03-05;11.95;24.33;4.880784067024973;2.678481264108352
2017-03-06;3.725;24.7;4.931752972482077;2.7114639277652373
2017-03-07;11.075;24.13;4.826441897556562;2.744446591422121
2017-03-08;5.7;25.7;5.075058217922669;2.790251106094808
2017-03-09;2.1;25.5;5.030287616914343;2.8360556207674943
2017-03-10;1.225;26.13;5.121965640425902;2.8693007674943565
2017-03-11;6.6;26.47;5.165270509507545;2.9139944018058688
2017-03-12;7.4;26.57;5.1687310422721024;2.9002778329571104
2017-03-13;4.025;24.73;4.85502594041333;2.856013273137697
2017-03-14;2.475;25.1;4.902580786306507;2.8264469525959366
2017-03-15;4.0;24.8;4.84072651976899;2.790601354401806
2017-03-16;14.45;24.07;4.709229318563958;2.764847945823927
2017-03-17;22.125;23.6;4.620149116622812;2.7749401354401813
2017-03-18;13.1;22.63;4.450725127001057;2.7918910158013546
2017-03-19;17.0;23.37;4.556633536993096;2.8283160270880354
2017-03-20;9.8;23.3;4.531909467481964;2.8477901580135443
2017-03-21;7.875;25.5;4.869451218925968;2.837619142212189
2017-03-22;0.0;25.1;4.790796001084562;2.8274481264108355
2017-03-23;0.0;25.57;4.85035478963607;2.8138347629796834
2017-03-24;36.325;25.77;4.866521306611135;2.800221399548533
2017-03-25;29.275;25.33;4.781378313706107;2.7799590067720086
2017-03-26;1.375;25.33;4.765621186458269;2.7699456433408574
2017-03-27;1.175;24.9;4.682328984301372;2.759932279909706
2017-03-28;20.45;24.43;4.593061306085296;2.7760948984198643
2017-03-29;10.625;24.77;4.630097088654974;2.7922575169300226
2017-03-30;4.0;25.03;4.654192763348402;2.8146994130925505
2017-03-31;17.1;24.07;4.489425823752505;2.8371413092550783
2017-04-01;2.0;25.13;4.6364021487470986;2.8237376072234763
2017-04-02;5.15;24.27;4.487669632785795;2.803475214446953
2017-04-03;2.1;24.63;4.526124954653347;2.7832128216704293
2017-04-04;1.775;23.93;4.402721110942989;2.7766158013544016
2017-04-05;0.0;24.35;4.449799355068061;2.766681264108352
2017-04-06;10.025;23.85;4.3573262435094176;2.7567467268623025
2017-04-07;5.825;24.35;4.415778851987491;2.7468121896162527
2017-04-08;4.8;25.25;4.533495941193739;2.736877652370203
2017-04-09;0.9;25.45;4.545568341226641;2.727100767494357
2017-04-10;0.0;25.55;4.542451333156729;2.7173238826185107
2017-04-11;0.0;26.2;4.620593089829664;2.701161264108352
2017-04-12;3.25;24.9;4.410268694099231;2.684998645598194
2017-04-13;7.7;25.2;4.436484921844452;2.668836027088036
2017-04-14;0.675;25.4;4.447665942764499;2.6495203611738147
2017-04-15;3.075;25.7;4.473141335056458;2.6302046952595943
2017-04-16;1.825;24.45;4.273318342299656;2.6108890293453726
2017-04-17;8.925;23.9;4.176134023434566;2.591573363431152
