Date;P;T;IRA;IRI;Q_obs;f_cpmax_Ric;f_sfmax_Ric;f_roots_Ric;f_cpmax_Soy;f_sfmax_Soy;f_roots_Soy
2014-12-31;0.0;26.7;0.0;0.0;2.311;0.2899880234530904;0.2899880234530904;0.2899880234530904;0.2123317420013254;0.2123317420013254;0.2123317420013254
2015-01-01;0.0;25.25;0.0;0.0;2.292;0.2849862168581523;0.2849862168581523;0.2849862168581523;0.211429972692907;0.211429972692907;0.211429972692907
2015-01-02;0.0;25.7;0.0;0.0;2.277;0.2802122774631788;0.2802122774631788;0.2802122774631788;0.2105875267732135;0.2105875267732135;0.2105875267732135
2015-01-03;0.833;26.05;0.0;0.0;2.261;0.2756592032686062;0.2756592032686062;0.2756592032686062;0.2098010457457334;0.2098010457457334;0.2098010457457334
2015-01-04;1.2;25.9;0.0;0.0;2.249;0.2713199854319588;0.2713199854319588;0.2713199854319588;0.2090673186205942;0.2090673186205942;0.2090673186205942
2015-01-05;9.267;24.15;0.0;0.0;2.237;0.2671876256682814;0.2671876256682814;0.2671876256682814;0.2083832786813394;0.2083832786813394;0.2083832786813394
2015-01-06;1.867;24.8;0.0;0.0;2.214;0.2632551526259742;0.2632551526259742;0.2632551526259742;0.207746000059174;0.207746000059174;0.207746000059174
2015-01-07;4.6;24.6;0.0;0.0;2.182;0.2595156372371833;0.2595156372371833;0.2595156372371833;0.2071526941414383;0.2071526941414383;0.2071526941414383
2015-01-08;7.433;25.6;0.0;0.0;2.14;0.2559622070463007;0.2559622070463007;0.2559622070463007;0.206600705839757;0.206600705839757;0.206600705839757
2015-01-09;0.1669999999999999;25.35;0.0;0.0;2.101;0.2525880595242596;0.2525880595242596;0.2525880595242596;0.206087509741975;0.206087509741975;0.206087509741975
2015-01-10;0.0;25.45;0.0;0.0;2.058;0.2493864743801582;0.2493864743801582;0.2493864743801582;0.2056107061706382;0.2056107061706382;0.2056107061706382
2015-01-11;5.433;25.65;0.0;0.0;2.015;0.246350824885312;0.246350824885312;0.246350824885312;0.2051680171694246;0.2051680171694246;0.2051680171694246
2015-01-12;3.733;24.6;0.0;0.0;1.98;0.2434745882281187;0.2434745882281187;0.2434745882281187;0.2047572824375714;0.2047572824375714;0.2047572824375714
2015-01-13;0.5;24.7;0.0;0.0;1.945;0.2407513549211081;0.2407513549211081;0.2407513549211081;0.2043764552310039;0.2043764552310039;0.2043764552310039
2015-01-14;4.967;25.15;0.0;0.0;1.912;0.2381748372842638;0.2381748372842638;0.2381748372842638;0.2040235982475367;0.2040235982475367;0.2040235982475367
2015-01-15;5.6;25.4;0.0;0.0;1.879;0.2357388770311232;0.2357388770311232;0.2357388770311232;0.2036968795122133;0.2036968795122133;0.2036968795122133
2015-01-16;0.0;25.4;0.0;0.0;1.861;0.2334374519863136;0.2334374519863136;0.2334374519863136;0.2033945682775656;0.2033945682775656;0.2033945682775656
2015-01-17;4.9;23.7;0.0;0.0;1.844;0.231264681965052;0.231264681965052;0.231264681965052;0.2031150309523277;0.2031150309523277;0.2031150309523277
2015-01-18;5.033;23.9;0.0;0.0;1.833;0.2292148338467468;0.2292148338467468;0.2292148338467468;0.2028567270709228;0.2028567270709228;0.2028567270709228
2015-01-19;3.867;25.75;0.0;0.0;1.821;0.2272823258761858;0.2272823258761858;0.2272823258761858;0.2026182053148676;0.2026182053148676;0.2026182053148676
2015-01-20;7.3;24.65;0.0;0.0;1.81;0.2254617312268995;0.2254617312268995;0.2254617312268995;0.2023980995961076;0.2023980995961076;0.2023980995961076
2015-01-21;0.3;24.6;0.0;0.0;1.799;0.2237477808621479;0.2237477808621479;0.2237477808621479;0.2021951252112105;0.2021951252112105;0.2021951252112105
2015-01-22;0.0;24.75;0.0;0.0;1.788;0.222135365729616;0.222135365729616;0.222135365729616;0.2020080750743033;0.2020080750743033;0.2020080750743033
2015-01-23;9.567;25.15;0.0;0.0;1.786;0.2206195383263181;0.2206195383263181;0.2206195383263181;0.2018358160356527;0.2018358160356527;0.2018358160356527
2015-01-24;1.6;24.8;0.0;0.0;1.785;0.2191955136704303;0.2191955136704303;0.2191955136704303;0.2016772852918431;0.2016772852918431;0.2016772852918431
2015-01-25;0.467;24.1;0.0;0.0;1.816;0.2178586697167883;0.2178586697167883;0.2178586697167883;0.2015314868926232;0.2015314868926232;0.2015314868926232
2015-01-26;4.667;23.75;0.0;0.0;1.848;0.2166045472526342;0.2166045472526342;0.2166045472526342;0.2013974883486505;0.2013974883486505;0.2013974883486505
2015-01-27;9.933;23.6;0.0;0.0;1.876;0.2154288493098737;0.2154288493098737;0.2154288493098737;0.2012744173435782;0.2012744173435782;0.2012744173435782
2015-01-28;34.633;23.2;0.0;0.0;1.903;0.2143274401296304;0.2143274401296304;0.2143274401296304;0.2011614585531968;0.2011614585531968;0.2011614585531968
2015-01-29;11.167;23.95;0.0;0.0;1.932;0.2132963437142697;0.2132963437142697;0.2132963437142697;0.201057850573656;0.201057850573656;0.201057850573656
2015-01-30;0.1669999999999999;26.35;0.0;0.0;1.95;0.2123317420013254;0.2123317420013254;0.2123317420013254;0.2009628829601599;0.2009628829601599;0.2009628829601599
2015-01-31;0.6;27.3;0.0;0.0;1.968;0.211429972692907;0.211429972692907;0.211429972692907;0.2008758933769465;0.2008758933769465;0.2008758933769465
2015-02-01;8.167;26.05;0.0;0.0;1.979;0.2105875267732135;0.2105875267732135;0.2105875267732135;0.2007962648588226;0.2007962648588226;0.2007962648588226
2015-02-02;0.0;26.0;0.0;0.0;1.984;0.2098010457457334;0.2098010457457334;0.2098010457457334;0.2007234231840365;0.2007234231840365;0.2007234231840365
2015-02-03;1.7;25.25;0.0;0.0;1.99;0.2090673186205942;0.2090673186205942;0.2090673186205942;0.200656834357828;0.200656834357828;0.200656834357828
2015-02-04;6.167000000000001;25.85;0.0;0.0;1.988;0.2083832786813394;0.2083832786813394;0.2083832786813394;0.2005960022055906;0.2005960022055906;0.2005960022055906
2015-02-05;5.9;24.55;0.0;0.0;1.994;0.207746000059174;0.207746000059174;0.207746000059174;0.2005404660742228;0.2005404660742228;0.2005404660742228
2015-02-06;6.567;24.3;0.0;0.0;2.005;0.2071526941414383;0.2071526941414383;0.2071526941414383;0.2004897986399232;0.2004897986399232;0.2004897986399232
2015-02-07;13.433;25.15;0.0;0.0;2.019;0.206600705839757;0.206600705839757;0.206600705839757;0.2004436038204051;0.2004436038204051;0.2004436038204051
2015-02-08;22.267;25.5;0.0;0.0;2.029;0.206087509741975;0.206087509741975;0.206087509741975;0.2004015147892547;0.2004015147892547;0.2004015147892547
2015-02-09;10.975;24.45;0.0;0.0;2.01;0.2056107061706382;0.2056107061706382;0.2056107061706382;0.2;0.2;0.2
2015-02-10;0.925;25.45;0.0;0.0;1.984;0.2051680171694246;0.2051680171694246;0.2051680171694246;0.2;0.2;0.2
2015-02-11;2.3;23.5;0.0;0.0;1.961;0.2047572824375714;0.2047572824375714;0.2047572824375714;0.2;0.2;0.2
2015-02-12;3.4;25.2;0.0;0.0;1.938;0.2043764552310039;0.2043764552310039;0.2043764552310039;0.2;0.2;0.2
2015-02-13;18.6;25.55;0.0;0.0;1.917;0.2040235982475367;0.2040235982475367;0.2040235982475367;0.2;0.2;0.2
2015-02-14;0.0;25.15;0.0;0.0;1.911;0.2036968795122133;0.2036968795122133;0.2036968795122133;0.2;0.2;0.2
2015-02-15;7.175;24.0;0.0;0.0;1.903;0.2033945682775656;0.2033945682775656;0.2033945682775656;0.2;0.2;0.2
2015-02-16;26.925;24.35;0.0;0.0;1.897;0.2031150309523277;0.2031150309523277;0.2031150309523277;0.2;0.2;0.2
2015-02-17;14.65;24.6;0.0;0.0;1.891;0.2028567270709228;0.2028567270709228;0.2028567270709228;0.2;0.2;0.2
2015-02-18;16.75;24.05;0.0;0.0;1.891;0.2026182053148676;0.2026182053148676;0.2026182053148676;0.2;0.2;0.2
2015-02-19;22.075;23.85;0.0;0.0;1.907;0.2023980995961076;0.2023980995961076;0.2023980995961076;0.2;0.2;0.2
2015-02-20;15.75;23.1;0.0;0.0;1.927;0.2021951252112105;0.2021951252112105;0.2021951252112105;0.2;0.2;0.2
2015-02-21;33.75;22.95;0.0;0.0;1.951;0.2020080750743033;0.2020080750743033;0.2020080750743033;0.2;0.2;0.2
2015-02-22;43.7;24.25;0.0;0.0;1.984;0.2018358160356527;0.2018358160356527;0.2018358160356527;0.2;0.2;0.2
2015-02-23;11.0;23.95;0.0;0.0;2.012;0.2016772852918431;0.2016772852918431;0.2016772852918431;0.2;0.2;0.2
2015-02-24;1.4;25.55;0.0;0.0;2.029;0.2015314868926232;0.2015314868926232;0.2015314868926232;0.2;0.2;0.2
2015-02-25;0.0;25.85;0.0;0.0;2.045;0.2013974883486505;0.2013974883486505;0.2013974883486505;0.2;0.2;0.2
2015-02-26;0.0;24.3;0.0;0.0;2.059;0.2012744173435782;0.2012744173435782;0.2012744173435782;0.2;0.2;0.2
2015-02-27;3.7;23.95;0.0;0.0;2.075;0.2011614585531968;0.2011614585531968;0.2011614585531968;0.2;0.2;0.2
2015-02-28;7.9;24.25;0.0;0.0;2.086;0.201057850573656;0.201057850573656;0.201057850573656;0.2;0.2;0.2
2015-03-01;3.35;24.55;0.0;0.0;2.089;0.2009628829601599;0.2009628829601599;0.2009628829601599;0.2;0.2;0.2
2015-03-02;1.1;24.2;0.0;0.0;2.093;0.2008758933769465;0.2008758933769465;0.2008758933769465;0.2;0.2;0.2
2015-03-03;23.875;24.65;0.0;0.0;2.107;0.2007962648588226;0.2007962648588226;0.2007962648588226;0.2;0.2;0.2
2015-03-04;19.7;24.45;0.0;0.0;2.129;0.2007234231840365;0.2007234231840365;0.2007234231840365;0.2;0.2;0.2
2015-03-05;3.425;24.5;0.0;0.0;2.137;0.200656834357828;0.200656834357828;0.200656834357828;0.2;0.2;0.2
2015-03-06;1.3;25.15;0.0;0.0;2.137;0.2005960022055906;0.2005960022055906;0.2005960022055906;0.2;0.2;0.2
2015-03-07;5.475;24.45;0.0;0.0;2.131;0.2005404660742228;0.2005404660742228;0.2005404660742228;0.2;0.2;0.2
2015-03-08;10.85;24.7;0.0;0.0;2.111;0.2004897986399232;0.2004897986399232;0.2004897986399232;0.2;0.2;0.2
2015-03-09;7.15;25.3;0.0;0.0;2.077;0.2004436038204051;0.2004436038204051;0.2004436038204051;0.2;0.2;0.2
2015-03-10;0.125;25.55;0.0;0.0;2.054;0.2004015147892547;0.2004015147892547;0.2004015147892547;0.2;0.2;0.2
2015-03-11;17.1;23.9;0.0;0.0;2.04;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-12;16.95;25.2;0.0;0.0;2.042;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-13;8.65;23.8;0.0;0.0;2.069;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-14;1.1;24.5;0.0;0.0;2.099;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-15;21.375;25.35;0.0;0.0;2.133;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-16;3.85;25.2;0.0;0.0;2.159;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-17;24.175;25.1;0.0;0.0;2.181;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-18;5.05;24.95;0.0;0.0;2.193;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-19;3.7;25.05;0.0;0.0;2.201;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-20;1.575;25.5;0.0;0.0;2.221;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-21;26.175;25.05;0.0;0.0;2.242;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-22;4.775;24.7;0.0;0.0;2.251;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-23;5.3;24.45;0.0;0.0;2.266;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-24;13.925;24.65;0.0;0.0;2.276;0.2;0.2;0.2;0.2;0.2;0.2
2015-03-25;0.925;24.85;0.0;0.0;2.286;0.2;0.2;0.2;0.2004015147892547;0.2004015147892547;0.2004015147892547
2015-03-26;3.45;25.15;0.0;0.0;2.294;0.2;0.2;0.2;0.2004436038204051;0.2004436038204051;0.2004436038204051
2015-03-27;5.65;23.8;0.0;0.0;2.294;0.2;0.2;0.2;0.2004897986399232;0.2004897986399232;0.2004897986399232
2015-03-28;14.8;24.85;0.0;0.0;2.269;0.2;0.2;0.2;0.2005404660742228;0.2005404660742228;0.2005404660742228
2015-03-29;4.45;23.6;0.0;0.0;2.242;0.2;0.2;0.2;0.2005960022055906;0.2005960022055906;0.2005960022055906
2015-03-30;15.525;24.2;0.0;0.0;2.215;0.2;0.2;0.2;0.200656834357828;0.200656834357828;0.200656834357828
2015-03-31;7.875;24.6;0.0;0.0;2.205;0.2;0.2;0.2;0.2007234231840365;0.2007234231840365;0.2007234231840365
2015-04-01;5.325;24.4;0.0;0.0;2.202;0.2;0.2;0.2;0.2007962648588226;0.2007962648588226;0.2007962648588226
2015-04-02;1.675;24.55;0.0;0.0;2.202;0.2;0.2;0.2;0.2008758933769465;0.2008758933769465;0.2008758933769465
2015-04-03;8.2;24.9;0.0;0.0;2.199;0.2;0.2;0.2;0.2009628829601599;0.2009628829601599;0.2009628829601599
2015-04-04;23.925;25.75;0.0;0.0;2.186;0.2;0.2;0.2;0.201057850573656;0.201057850573656;0.201057850573656
2015-04-05;2.025;25.45;0.0;0.0;2.169;0.2;0.2;0.2;0.2011614585531968;0.2011614585531968;0.2011614585531968
2015-04-06;7.35;22.9;0.0;0.0;2.162;0.2;0.2;0.2;0.2012744173435782;0.2012744173435782;0.2012744173435782
2015-04-07;2.575;24.2;0.0;0.0;2.159;0.2;0.2;0.2;0.2013974883486505;0.2013974883486505;0.2013974883486505
2015-04-08;9.2;23.6;0.0;0.0;2.16;0.2;0.2;0.2;0.2015314868926232;0.2015314868926232;0.2015314868926232
2015-04-09;18.625;24.3;0.0;0.0;2.159;0.2;0.2;0.2;0.2016772852918431;0.2016772852918431;0.2016772852918431
2015-04-10;0.95;24.5;0.0;0.0;2.163;0.2;0.2;0.2;0.2018358160356527;0.2018358160356527;0.2018358160356527
2015-04-11;8.675;23.2;0.0;0.0;2.169;0.2;0.2;0.2;0.2020080750743033;0.2020080750743033;0.2020080750743033
2015-04-12;0.45;23.1;0.0;0.0;2.172;0.2;0.2;0.2;0.2021951252112105;0.2021951252112105;0.2021951252112105
2015-04-13;3.025;23.5;0.0;0.0;2.175;0.2;0.2;0.2;0.2023980995961076;0.2023980995961076;0.2023980995961076
2015-04-14;5.85;24.5;0.0;0.0;2.178;0.2;0.2;0.2;0.2026182053148676;0.2026182053148676;0.2026182053148676
2015-04-15;9.45;24.1;0.0;0.0;2.172;0.2;0.2;0.2;0.2028567270709228;0.2028567270709228;0.2028567270709228
2015-04-16;24.05;23.4;0.0;0.0;2.166;0.2;0.2;0.2;0.2031150309523277;0.2031150309523277;0.2031150309523277
2015-04-17;0.95;23.4;0.0;0.0;2.16;0.2;0.2;0.2;0.2033945682775656;0.2033945682775656;0.2033945682775656
2015-04-18;11.075;24.8;0.0;0.0;2.154;0.2;0.2;0.2;0.2036968795122133;0.2036968795122133;0.2036968795122133
2015-04-19;8.45;24.8;0.0;0.0;2.153;0.2;0.2;0.2;0.2040235982475367;0.2040235982475367;0.2040235982475367
2015-04-20;2.5;25.5;0.0;0.0;2.154;0.2;0.2;0.2;0.2043764552310039;0.2043764552310039;0.2043764552310039
2015-04-21;1.475;24.8;0.0;0.0;2.156;0.2;0.2;0.2;0.2047572824375714;0.2047572824375714;0.2047572824375714
2015-04-22;0.8;24.2;0.0;0.0;2.151;0.2;0.2;0.2;0.2051680171694246;0.2051680171694246;0.2051680171694246
2015-04-23;0.425;24.3;0.0;0.0;2.147;0.2;0.2;0.2;0.2056107061706382;0.2056107061706382;0.2056107061706382
2015-04-24;8.15;24.8;0.0;0.0;2.144;0.2004015147892547;0.2004015147892547;0.2004015147892547;0.206087509741975;0.206087509741975;0.206087509741975
2015-04-25;5.4;23.4;0.0;0.0;2.138;0.2004436038204051;0.2004436038204051;0.2004436038204051;0.206600705839757;0.206600705839757;0.206600705839757
2015-04-26;0.0;25.1;0.0;0.0;2.144;0.2004897986399232;0.2004897986399232;0.2004897986399232;0.2071526941414383;0.2071526941414383;0.2071526941414383
2015-04-27;16.625;23.4;0.0;0.0;2.153;0.2005404660742228;0.2005404660742228;0.2005404660742228;0.207746000059174;0.207746000059174;0.207746000059174
2015-04-28;35.05;24.0;0.0;0.0;2.168;0.2005960022055906;0.2005960022055906;0.2005960022055906;0.2083832786813394;0.2083832786813394;0.2083832786813394
2015-04-29;18.475;23.8;0.0;0.0;2.183;0.200656834357828;0.200656834357828;0.200656834357828;0.2090673186205942;0.2090673186205942;0.2090673186205942
2015-04-30;12.9;23.6;0.0;0.0;2.198;0.2007234231840365;0.2007234231840365;0.2007234231840365;0.2098010457457334;0.2098010457457334;0.2098010457457334
2015-05-01;1.25;24.5;0.0;2.0;2.203;0.2007962648588226;0.2007962648588226;0.2007962648588226;0.2105875267732135;0.2105875267732135;0.2105875267732135
2015-05-02;0.775;23.7;0.0;2.0;2.206;0.2008758933769465;0.2008758933769465;0.2008758933769465;0.211429972692907;0.211429972692907;0.211429972692907
2015-05-03;6.45;23.6;0.0;2.0;2.209;0.2009628829601599;0.2009628829601599;0.2009628829601599;0.2123317420013254;0.2123317420013254;0.2123317420013254
2015-05-04;14.975;24.0;0.0;2.0;2.212;0.201057850573656;0.201057850573656;0.201057850573656;0.2132963437142697;0.2132963437142697;0.2132963437142697
2015-05-05;13.825;22.9;0.0;2.0;2.214;0.2011614585531968;0.2011614585531968;0.2011614585531968;0.2143274401296304;0.2143274401296304;0.2143274401296304
2015-05-06;22.675;22.6;0.0;2.0;2.236;0.2012744173435782;0.2012744173435782;0.2012744173435782;0.2154288493098737;0.2154288493098737;0.2154288493098737
2015-05-07;4.375;23.7;0.0;2.0;2.259;0.2013974883486505;0.2013974883486505;0.2013974883486505;0.2166045472526342;0.2166045472526342;0.2166045472526342
2015-05-08;0.0;24.5;0.0;2.0;2.266;0.2015314868926232;0.2015314868926232;0.2015314868926232;0.2178586697167883;0.2178586697167883;0.2178586697167883
2015-05-09;0.0;24.0;0.0;2.0;2.275;0.2016772852918431;0.2016772852918431;0.2016772852918431;0.2191955136704303;0.2191955136704303;0.2191955136704303
2015-05-10;0.0;24.6;0.0;2.0;2.281;0.2018358160356527;0.2018358160356527;0.2018358160356527;0.2206195383263181;0.2206195383263181;0.2206195383263181
2015-05-11;4.1;22.8;0.0;2.0;2.275;0.2020080750743033;0.2020080750743033;0.2020080750743033;0.222135365729616;0.222135365729616;0.222135365729616
2015-05-12;0.0;21.5;0.0;2.0;2.269;0.2021951252112105;0.2021951252112105;0.2021951252112105;0.2237477808621479;0.2237477808621479;0.2237477808621479
2015-05-13;0.55;22.0;0.0;2.0;2.251;0.2023980995961076;0.2023980995961076;0.2023980995961076;0.2254617312268995;0.2254617312268995;0.2254617312268995
2015-05-14;0.1;22.8;0.0;2.0;2.233;0.2026182053148676;0.2026182053148676;0.2026182053148676;0.2272823258761858;0.2272823258761858;0.2272823258761858
2015-05-15;0.575;24.0;0.0;2.0;2.215;0.2028567270709228;0.2028567270709228;0.2028567270709228;0.2292148338467468;0.2292148338467468;0.2292148338467468
2015-05-16;8.6;23.3;0.0;2.0;2.207;0.2031150309523277;0.2031150309523277;0.2031150309523277;0.231264681965052;0.231264681965052;0.231264681965052
2015-05-17;0.0;24.5;0.0;2.0;2.198;0.2033945682775656;0.2033945682775656;0.2033945682775656;0.2334374519863136;0.2334374519863136;0.2334374519863136
2015-05-18;0.0;23.7;0.0;2.0;2.19;0.2036968795122133;0.2036968795122133;0.2036968795122133;0.2357388770311232;0.2357388770311232;0.2357388770311232
2015-05-19;0.0;23.8;0.0;2.0;2.178;0.2040235982475367;0.2040235982475367;0.2040235982475367;0.2381748372842638;0.2381748372842638;0.2381748372842638
2015-05-20;0.425;23.4;0.0;2.0;2.166;0.2043764552310039;0.2043764552310039;0.2043764552310039;0.2407513549211081;0.2407513549211081;0.2407513549211081
2015-05-21;0.0;24.3;0.0;2.0;2.136;0.2047572824375714;0.2047572824375714;0.2047572824375714;0.2434745882281187;0.2434745882281187;0.2434745882281187
2015-05-22;0.0;24.7;0.0;2.0;2.106;0.2051680171694246;0.2051680171694246;0.2051680171694246;0.246350824885312;0.246350824885312;0.246350824885312
2015-05-23;3.05;24.7;0.0;2.0;2.091;0.2056107061706382;0.2056107061706382;0.2056107061706382;0.2493864743801582;0.2493864743801582;0.2493864743801582
2015-05-24;1.2;24.6;0.0;2.0;2.074;0.206087509741975;0.206087509741975;0.206087509741975;0.2525880595242596;0.2525880595242596;0.2525880595242596
2015-05-25;0.0;25.5;0.0;2.0;2.059;0.206600705839757;0.206600705839757;0.206600705839757;0.2559622070463007;0.2559622070463007;0.2559622070463007
2015-05-26;0.0;24.9;0.0;2.0;2.045;0.2071526941414383;0.2071526941414383;0.2071526941414383;0.2595156372371833;0.2595156372371833;0.2595156372371833
2015-05-27;0.0;24.6;0.0;2.0;2.027;0.207746000059174;0.207746000059174;0.207746000059174;0.2632551526259742;0.2632551526259742;0.2632551526259742
2015-05-28;2.125;23.0;0.0;2.0;2.016;0.2083832786813394;0.2083832786813394;0.2083832786813394;0.2671876256682814;0.2671876256682814;0.2671876256682814
2015-05-29;0.0;23.5;0.0;2.0;2.004;0.2090673186205942;0.2090673186205942;0.2090673186205942;0.2713199854319588;0.2713199854319588;0.2713199854319588
2015-05-30;0.0;24.4;0.0;2.0;1.993;0.2098010457457334;0.2098010457457334;0.2098010457457334;0.2756592032686062;0.2756592032686062;0.2756592032686062
2015-05-31;13.25;24.3;0.0;2.0;1.981;0.2105875267732135;0.2105875267732135;0.2105875267732135;0.2802122774631788;0.2802122774631788;0.2802122774631788
2015-06-01;2.075;25.2;5.0;2.0;1.973;0.211429972692907;0.211429972692907;0.211429972692907;0.2849862168581523;0.2849862168581523;0.2849862168581523
2015-06-02;1.825;25.1;5.0;2.0;1.964;0.2123317420013254;0.2123317420013254;0.2123317420013254;0.2899880234530904;0.2899880234530904;0.2899880234530904
2015-06-03;0.0;25.2;5.0;2.0;1.959;0.2132963437142697;0.2132963437142697;0.2132963437142697;0.2952246739851242;0.2952246739851242;0.2952246739851242
2015-06-04;0.0;24.8;5.0;2.0;1.953;0.2143274401296304;0.2143274401296304;0.2143274401296304;0.3007031005007701;0.3007031005007701;0.3007031005007701
2015-06-05;0.0;24.3;5.0;2.0;1.947;0.2154288493098737;0.2154288493098737;0.2154288493098737;0.306430169934672;0.306430169934672;0.306430169934672
2015-06-06;0.0;23.4;5.0;2.0;1.942;0.2166045472526342;0.2166045472526342;0.2166045472526342;0.3124126627162255;0.3124126627162255;0.3124126627162255
2015-06-07;0.0;24.0;5.0;2.0;1.936;0.2178586697167883;0.2178586697167883;0.2178586697167883;0.3186572504306327;0.3186572504306327;0.3186572504306327
2015-06-08;0.0;24.0;5.0;2.0;1.93;0.2191955136704303;0.2191955136704303;0.2191955136704303;0.3251704725667;0.3251704725667;0.3251704725667
2015-06-09;0.0;23.5;5.0;2.0;1.925;0.2206195383263181;0.2206195383263181;0.2206195383263181;0.3319587123896227;0.3319587123896227;0.3319587123896227
2015-06-10;0.0;23.6;5.0;2.0;1.919;0.222135365729616;0.222135365729616;0.222135365729616;0.3390281719830714;0.3390281719830714;0.3390281719830714
2015-06-11;0.0;24.5;5.0;2.0;1.916;0.2237477808621479;0.2237477808621479;0.2237477808621479;0.3463848465110645;0.3463848465110645;0.3463848465110645
2015-06-12;0.0;24.1;5.0;2.0;1.913;0.2254617312268995;0.2254617312268995;0.2254617312268995;0.3540344977563764;0.3540344977563764;0.3540344977563764
2015-06-13;0.0;23.8;5.0;2.0;1.908;0.2272823258761858;0.2272823258761858;0.2272823258761858;0.361982626998529;0.361982626998529;0.361982626998529
2015-06-14;0.0;24.4;5.0;2.0;1.902;0.2292148338467468;0.2292148338467468;0.2292148338467468;0.3702344473007358;0.3702344473007358;0.3702344473007358
2015-06-15;0.0;24.5;5.0;2.0;1.897;0.231264681965052;0.231264681965052;0.231264681965052;0.3787948552814673;0.3787948552814673;0.3787948552814673
2015-06-16;0.0;22.2;5.0;2.0;1.891;0.2334374519863136;0.2334374519863136;0.2334374519863136;0.3876684024525402;0.3876684024525402;0.3876684024525402
2015-06-17;0.0;24.1;5.0;2.0;1.886;0.2357388770311232;0.2357388770311232;0.2357388770311232;0.3968592662117803;0.3968592662117803;0.3968592662117803
2015-06-18;0.0;23.2;5.0;2.0;1.88;0.2381748372842638;0.2381748372842638;0.2381748372842638;0.4063712205843052;0.4063712205843052;0.4063712205843052
2015-06-19;0.0;17.7;5.0;2.0;1.874;0.2407513549211081;0.2407513549211081;0.2407513549211081;0.4162076068123008;0.4162076068123008;0.4162076068123008
2015-06-20;0.0;19.6;5.0;2.0;1.869;0.2434745882281187;0.2434745882281187;0.2434745882281187;0.4263713038987646;0.4263713038987646;0.4263713038987646
2015-06-21;0.0;22.6;5.0;2.0;1.863;0.246350824885312;0.246350824885312;0.246350824885312;0.436864699216021;0.436864699216021;0.436864699216021
2015-06-22;0.0;22.8;5.0;2.0;1.858;0.2493864743801582;0.2493864743801582;0.2493864743801582;0.4476896592948453;0.4476896592948453;0.4476896592948453
2015-06-23;0.0;23.3;5.0;2.0;1.855;0.2525880595242596;0.2525880595242596;0.2525880595242596;0.4588475009146999;0.4588475009146999;0.4588475009146999
2015-06-24;0.0;23.5;5.0;2.0;1.852;0.2559622070463007;0.2559622070463007;0.2559622070463007;0.4703389626198691;0.4703389626198691;0.4703389626198691
2015-06-25;0.0;22.8;5.0;2.0;1.849;0.2595156372371833;0.2595156372371833;0.2595156372371833;0.4821641767901093;0.4821641767901093;0.4821641767901093
2015-06-26;0.0;23.0;5.0;2.0;1.847;0.2632551526259742;0.2632551526259742;0.2632551526259742;0.4943226423977919;0.4943226423977919;0.4943226423977919
2015-06-27;0.0;24.3;5.0;2.0;1.841;0.2671876256682814;0.2671876256682814;0.2671876256682814;0.5068131985863465;0.5068131985863465;0.5068131985863465
2015-06-28;0.0;23.4;5.0;2.0;1.838;0.2713199854319588;0.2713199854319588;0.2713199854319588;0.5196339992070799;0.5196339992070799;0.5196339992070799
2015-06-29;0.0;22.2;5.0;2.0;1.836;0.2756592032686062;0.2756592032686062;0.2756592032686062;0.5327824884531192;0.5327824884531192;0.5327824884531192
2015-06-30;0.0;23.5;5.0;2.0;1.833;0.2802122774631788;0.2802122774631788;0.2802122774631788;0.5462553777302577;0.5462553777302577;0.5462553777302577
2015-07-01;0.0;23.6;5.0;2.0;1.83;0.2849862168581523;0.2849862168581523;0.2849862168581523;0.5600486239048468;0.5600486239048468;0.5600486239048468
2015-07-02;0.0;24.0;5.0;2.0;1.827;0.2899880234530904;0.2899880234530904;0.2899880234530904;0.5741574090685437;0.5741574090685437;0.5741574090685437
2015-07-03;0.0;23.9;5.0;2.0;1.825;0.2952246739851242;0.2952246739851242;0.2952246739851242;0.5885761219586589;0.5885761219586589;0.5885761219586589
2015-07-04;0.0;20.4;5.0;2.0;1.822;0.3007031005007701;0.3007031005007701;0.3007031005007701;0.6032983411710409;0.6032983411710409;0.6032983411710409
2015-07-05;0.0;17.6;5.0;2.0;1.819;0.306430169934672;0.306430169934672;0.306430169934672;0.6183168202998481;0.6183168202998481;0.6183168202998481
2015-07-06;0.0;16.51;5.0;2.0;1.816;0.3124126627162255;0.3124126627162255;0.3124126627162255;0.6336234751351961;0.6336234751351961;0.6336234751351961
2015-07-07;0.0;16.76;5.0;2.0;1.814;0.3186572504306327;0.3186572504306327;0.3186572504306327;0.6492093730455025;0.6492093730455025;0.6492093730455025
