Date;P;T;IRA;IRI;Q_obs;f_cpmax_Ric;f_sfmax_Ric;f_roots_Ric;f_cpmax_Soy;f_sfmax_Soy;f_roots_Soy
2016-12-31;1.7;24.47;0.0;0.0;2.151;0.2899880234530904;0.2899880234530904;0.2899880234530904;0.2123317420013254;0.2123317420013254;0.2123317420013254
2017-01-01;10.55;24.77;0.0;0.0;2.122;0.2849862168581523;0.2849862168581523;0.2849862168581523;0.211429972692907;0.211429972692907;0.211429972692907
2017-01-02;22.825;24.3;0.0;0.0;2.093;0.2802122774631788;0.2802122774631788;0.2802122774631788;0.2105875267732135;0.2105875267732135;0.2105875267732135
2017-01-03;2.875;25.6;0.0;0.0;2.064;0.2756592032686062;0.2756592032686062;0.2756592032686062;0.2098010457457334;0.2098010457457334;0.2098010457457334
2017-01-04;10.0;25.6;0.0;0.0;2.026;0.2713199854319588;0.2713199854319588;0.2713199854319588;0.2090673186205942;0.2090673186205942;0.2090673186205942
2017-01-05;10.475;25.17;0.0;0.0;1.985;0.2671876256682814;0.2671876256682814;0.2671876256682814;0.2083832786813394;0.2083832786813394;0.2083832786813394
2017-01-06;8.05;25.57;0.0;0.0;1.944;0.2632551526259742;0.2632551526259742;0.2632551526259742;0.207746000059174;0.207746000059174;0.207746000059174
2017-01-07;2.45;25.77;0.0;0.0;1.912;0.2595156372371833;0.2595156372371833;0.2595156372371833;0.2071526941414383;0.2071526941414383;0.2071526941414383
2017-01-08;6.775;24.63;0.0;0.0;1.881;0.2559622070463007;0.2559622070463007;0.2559622070463007;0.206600705839757;0.206600705839757;0.206600705839757
2017-01-09;4.85;25.4;0.0;0.0;1.855;0.2525880595242596;0.2525880595242596;0.2525880595242596;0.206087509741975;0.206087509741975;0.206087509741975
2017-01-10;0.0;26.5;0.0;0.0;1.836;0.2493864743801582;0.2493864743801582;0.2493864743801582;0.2056107061706382;0.2056107061706382;0.2056107061706382
2017-01-11;13.025;26.7;0.0;0.0;1.83;0.246350824885312;0.246350824885312;0.246350824885312;0.2051680171694246;0.2051680171694246;0.2051680171694246
2017-01-12;7.025;25.53;0.0;0.0;1.825;0.2434745882281187;0.2434745882281187;0.2434745882281187;0.2047572824375714;0.2047572824375714;0.2047572824375714
2017-01-13;7.525;24.5;0.0;0.0;1.822;0.2407513549211081;0.2407513549211081;0.2407513549211081;0.2043764552310039;0.2043764552310039;0.2043764552310039
2017-01-14;13.275;24.67;0.0;0.0;1.825;0.2381748372842638;0.2381748372842638;0.2381748372842638;0.2040235982475367;0.2040235982475367;0.2040235982475367
2017-01-15;0.6;23.8;0.0;0.0;1.836;0.2357388770311232;0.2357388770311232;0.2357388770311232;0.2036968795122133;0.2036968795122133;0.2036968795122133
2017-01-16;19.65;24.33;0.0;0.0;1.85;0.2334374519863136;0.2334374519863136;0.2334374519863136;0.2033945682775656;0.2033945682775656;0.2033945682775656
2017-01-17;7.925;24.17;0.0;0.0;1.876;0.231264681965052;0.231264681965052;0.231264681965052;0.2031150309523277;0.2031150309523277;0.2031150309523277
2017-01-18;54.725;23.57;0.0;0.0;1.911;0.2292148338467468;0.2292148338467468;0.2292148338467468;0.2028567270709228;0.2028567270709228;0.2028567270709228
2017-01-19;29.425;23.43;0.0;0.0;1.946;0.2272823258761858;0.2272823258761858;0.2272823258761858;0.2026182053148676;0.2026182053148676;0.2026182053148676
2017-01-20;4.55;23.53;0.0;0.0;1.969;0.2254617312268995;0.2254617312268995;0.2254617312268995;0.2023980995961076;0.2023980995961076;0.2023980995961076
2017-01-21;14.025;23.63;0.0;0.0;1.992;0.2237477808621479;0.2237477808621479;0.2237477808621479;0.2021951252112105;0.2021951252112105;0.2021951252112105
2017-01-22;21.1;23.43;0.0;0.0;2.014;0.222135365729616;0.222135365729616;0.222135365729616;0.2020080750743033;0.2020080750743033;0.2020080750743033
2017-01-23;11.0;23.37;0.0;0.0;2.047;0.2206195383263181;0.2206195383263181;0.2206195383263181;0.2018358160356527;0.2018358160356527;0.2018358160356527
2017-01-24;3.15;24.2;0.0;0.0;2.073;0.2191955136704303;0.2191955136704303;0.2191955136704303;0.2016772852918431;0.2016772852918431;0.2016772852918431
2017-01-25;14.2;24.13;0.0;0.0;2.098;0.2178586697167883;0.2178586697167883;0.2178586697167883;0.2015314868926232;0.2015314868926232;0.2015314868926232
2017-01-26;27.175;23.83;0.0;0.0;2.118;0.2166045472526342;0.2166045472526342;0.2166045472526342;0.2013974883486505;0.2013974883486505;0.2013974883486505
2017-01-27;29.05;23.6;0.0;0.0;2.138;0.2154288493098737;0.2154288493098737;0.2154288493098737;0.2012744173435782;0.2012744173435782;0.2012744173435782
2017-01-28;21.875;24.0;0.0;0.0;2.159;0.2143274401296304;0.2143274401296304;0.2143274401296304;0.2011614585531968;0.2011614585531968;0.2011614585531968
2017-01-29;19.0;24.23;0.0;0.0;2.179;0.2132963437142697;0.2132963437142697;0.2132963437142697;0.201057850573656;0.201057850573656;0.201057850573656
2017-01-30;0.0;24.57;0.0;0.0;2.198;0.2123317420013254;0.2123317420013254;0.2123317420013254;0.2009628829601599;0.2009628829601599;0.2009628829601599
2017-01-31;1.775;24.47;0.0;0.0;2.213;0.211429972692907;0.211429972692907;0.211429972692907;0.2008758933769465;0.2008758933769465;0.2008758933769465
2017-02-01;11.9;24.6;0.0;0.0;2.207;0.2105875267732135;0.2105875267732135;0.2105875267732135;0.2007962648588226;0.2007962648588226;0.2007962648588226
2017-02-02;1.725;23.33;0.0;0.0;2.186;0.2098010457457334;0.2098010457457334;0.2098010457457334;0.2007234231840365;0.2007234231840365;0.2007234231840365
2017-02-03;0.85;24.1;0.0;0.0;2.165;0.2090673186205942;0.2090673186205942;0.2090673186205942;0.200656834357828;0.200656834357828;0.200656834357828
2017-02-04;6.95;24.83;0.0;0.0;2.162;0.2083832786813394;0.2083832786813394;0.2083832786813394;0.2005960022055906;0.2005960022055906;0.2005960022055906
2017-02-05;13.325;24.13;0.0;0.0;2.159;0.207746000059174;0.207746000059174;0.207746000059174;0.2005404660742228;0.2005404660742228;0.2005404660742228
2017-02-06;5.5;24.6;0.0;0.0;2.147;0.2071526941414383;0.2071526941414383;0.2071526941414383;0.2004897986399232;0.2004897986399232;0.2004897986399232
2017-02-07;39.575;23.9;0.0;0.0;2.128;0.206600705839757;0.206600705839757;0.206600705839757;0.2004436038204051;0.2004436038204051;0.2004436038204051
2017-02-08;7.7;24.53;0.0;0.0;2.137;0.206087509741975;0.206087509741975;0.206087509741975;0.2004015147892547;0.2004015147892547;0.2004015147892547
2017-02-09;16.375;24.37;0.0;0.0;2.146;0.2056107061706382;0.2056107061706382;0.2056107061706382;0.2;0.2;0.2
2017-02-10;65.95;24.8;0.0;0.0;2.155;0.2051680171694246;0.2051680171694246;0.2051680171694246;0.2;0.2;0.2
2017-02-11;10.35;24.8;0.0;0.0;2.164;0.2047572824375714;0.2047572824375714;0.2047572824375714;0.2;0.2;0.2
2017-02-12;18.425;23.8;0.0;0.0;2.186;0.2043764552310039;0.2043764552310039;0.2043764552310039;0.2;0.2;0.2
2017-02-13;14.625;24.07;0.0;0.0;2.201;0.2040235982475367;0.2040235982475367;0.2040235982475367;0.2;0.2;0.2
2017-02-14;31.725;23.17;0.0;0.0;2.215;0.2036968795122133;0.2036968795122133;0.2036968795122133;0.2;0.2;0.2
2017-02-15;24.3;23.33;0.0;0.0;2.234;0.2033945682775656;0.2033945682775656;0.2033945682775656;0.2;0.2;0.2
2017-02-16;9.325;23.97;0.0;0.0;2.261;0.2031150309523277;0.2031150309523277;0.2031150309523277;0.2;0.2;0.2
2017-02-17;11.45;23.0;0.0;0.0;2.295;0.2028567270709228;0.2028567270709228;0.2028567270709228;0.2;0.2;0.2
2017-02-18;11.25;23.63;0.0;0.0;2.325;0.2026182053148676;0.2026182053148676;0.2026182053148676;0.2;0.2;0.2
2017-02-19;31.25;24.33;0.0;0.0;2.353;0.2023980995961076;0.2023980995961076;0.2023980995961076;0.2;0.2;0.2
2017-02-20;23.075;23.87;0.0;0.0;2.38;0.2021951252112105;0.2021951252112105;0.2021951252112105;0.2;0.2;0.2
2017-02-21;3.425;23.7;0.0;0.0;2.407;0.2020080750743033;0.2020080750743033;0.2020080750743033;0.2;0.2;0.2
2017-02-22;2.425;24.3;0.0;0.0;2.433;0.2018358160356527;0.2018358160356527;0.2018358160356527;0.2;0.2;0.2
2017-02-23;11.875;25.0;0.0;0.0;2.452;0.2016772852918431;0.2016772852918431;0.2016772852918431;0.2;0.2;0.2
2017-02-24;22.875;25.57;0.0;0.0;2.449;0.2015314868926232;0.2015314868926232;0.2015314868926232;0.2;0.2;0.2
2017-02-25;5.425;24.03;0.0;0.0;2.504;0.2013974883486505;0.2013974883486505;0.2013974883486505;0.2;0.2;0.2
2017-02-26;3.375;23.5;0.0;0.0;2.564;0.2012744173435782;0.2012744173435782;0.2012744173435782;0.2;0.2;0.2
2017-02-27;24.55;23.73;0.0;0.0;2.594;0.2011614585531968;0.2011614585531968;0.2011614585531968;0.2;0.2;0.2
2017-02-28;6.5;23.47;0.0;0.0;2.63;0.201057850573656;0.201057850573656;0.201057850573656;0.2;0.2;0.2
2017-03-01;11.175;23.97;0.0;0.0;2.649;0.2009628829601599;0.2009628829601599;0.2009628829601599;0.2;0.2;0.2
2017-03-02;22.525;23.53;0.0;0.0;2.665;0.2008758933769465;0.2008758933769465;0.2008758933769465;0.2;0.2;0.2
2017-03-03;13.05;24.3;0.0;0.0;2.682;0.2007962648588226;0.2007962648588226;0.2007962648588226;0.2;0.2;0.2
2017-03-04;4.65;25.73;0.0;0.0;2.678;0.2007234231840365;0.2007234231840365;0.2007234231840365;0.2;0.2;0.2
2017-03-05;11.95;24.33;0.0;0.0;2.678;0.200656834357828;0.200656834357828;0.200656834357828;0.2;0.2;0.2
2017-03-06;3.725;24.7;0.0;0.0;2.711;0.2005960022055906;0.2005960022055906;0.2005960022055906;0.2;0.2;0.2
2017-03-07;11.075;24.13;0.0;0.0;2.744;0.2005404660742228;0.2005404660742228;0.2005404660742228;0.2;0.2;0.2
2017-03-08;5.7;25.7;0.0;0.0;2.79;0.2004897986399232;0.2004897986399232;0.2004897986399232;0.2;0.2;0.2
2017-03-09;2.1;25.5;0.0;0.0;2.836;0.2004436038204051;0.2004436038204051;0.2004436038204051;0.2;0.2;0.2
2017-03-10;1.225;26.13;0.0;0.0;2.869;0.2004015147892547;0.2004015147892547;0.2004015147892547;0.2;0.2;0.2
2017-03-11;6.6;26.47;0.0;0.0;2.914;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-12;7.4;26.57;0.0;0.0;2.9;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-13;4.025;24.73;0.0;0.0;2.856;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-14;2.475;25.1;0.0;0.0;2.826;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-15;4.0;24.8;0.0;0.0;2.791;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-16;14.45;24.07;0.0;0.0;2.765;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-17;22.125;23.6;0.0;0.0;2.775;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-18;13.1;22.63;0.0;0.0;2.792;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-19;17.0;23.37;0.0;0.0;2.828;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-20;9.8;23.3;0.0;0.0;2.848;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-21;7.875;25.5;0.0;0.0;2.838;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-22;0.0;25.1;0.0;0.0;2.827;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-23;0.0;25.57;0.0;0.0;2.814;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-24;36.325;25.77;0.0;0.0;2.8;0.2;0.2;0.2;0.2;0.2;0.2
2017-03-25;29.275;25.33;0.0;0.0;2.78;0.2;0.2;0.2;0.2004015147892547;0.2004015147892547;0.2004015147892547
2017-03-26;1.375;25.33;0.0;0.0;2.77;0.2;0.2;0.2;0.2004436038204051;0.2004436038204051;0.2004436038204051
2017-03-27;1.175;24.9;0.0;0.0;2.76;0.2;0.2;0.2;0.2004897986399232;0.2004897986399232;0.2004897986399232
2017-03-28;20.45;24.43;0.0;0.0;2.776;0.2;0.2;0.2;0.2005404660742228;0.2005404660742228;0.2005404660742228
2017-03-29;10.625;24.77;0.0;0.0;2.792;0.2;0.2;0.2;0.2005960022055906;0.2005960022055906;0.2005960022055906
2017-03-30;4.0;25.03;0.0;0.0;2.815;0.2;0.2;0.2;0.200656834357828;0.200656834357828;0.200656834357828
2017-03-31;17.1;24.07;0.0;0.0;2.837;0.2;0.2;0.2;0.2007234231840365;0.2007234231840365;0.2007234231840365
2017-04-01;2.0;25.13;0.0;0.0;2.824;0.2;0.2;0.2;0.2007962648588226;0.2007962648588226;0.2007962648588226
2017-04-02;5.15;24.27;0.0;0.0;2.803;0.2;0.2;0.2;0.2008758933769465;0.2008758933769465;0.2008758933769465
2017-04-03;2.1;24.63;0.0;0.0;2.783;0.2;0.2;0.2;0.2009628829601599;0.2009628829601599;0.2009628829601599
2017-04-04;1.775;23.93;0.0;0.0;2.777;0.2;0.2;0.2;0.201057850573656;0.201057850573656;0.201057850573656
2017-04-05;0.0;24.35;0.0;0.0;2.767;0.2;0.2;0.2;0.2011614585531968;0.2011614585531968;0.2011614585531968
2017-04-06;10.025;23.85;0.0;0.0;2.757;0.2;0.2;0.2;0.2012744173435782;0.2012744173435782;0.2012744173435782
2017-04-07;5.825;24.35;0.0;0.0;2.747;0.2;0.2;0.2;0.2013974883486505;0.2013974883486505;0.2013974883486505
2017-04-08;4.8;25.25;0.0;0.0;2.737;0.2;0.2;0.2;0.2015314868926232;0.2015314868926232;0.2015314868926232
2017-04-09;0.9;25.45;0.0;0.0;2.727;0.2;0.2;0.2;0.2016772852918431;0.2016772852918431;0.2016772852918431
2017-04-10;0.0;25.55;0.0;0.0;2.717;0.2;0.2;0.2;0.2018358160356527;0.2018358160356527;0.2018358160356527
2017-04-11;0.0;26.2;0.0;0.0;2.701;0.2;0.2;0.2;0.2020080750743033;0.2020080750743033;0.2020080750743033
2017-04-12;3.25;24.9;0.0;0.0;2.685;0.2;0.2;0.2;0.2021951252112105;0.2021951252112105;0.2021951252112105
2017-04-13;7.7;25.2;0.0;0.0;2.669;0.2;0.2;0.2;0.2023980995961076;0.2023980995961076;0.2023980995961076
2017-04-14;0.675;25.4;0.0;0.0;2.65;0.2;0.2;0.2;0.2026182053148676;0.2026182053148676;0.2026182053148676
2017-04-15;3.075;25.7;0.0;0.0;2.63;0.2;0.2;0.2;0.2028567270709228;0.2028567270709228;0.2028567270709228
2017-04-16;1.825;24.45;0.0;0.0;2.611;0.2;0.2;0.2;0.2031150309523277;0.2031150309523277;0.2031150309523277
2017-04-17;8.925;23.9;0.0;0.0;2.592;0.2;0.2;0.2;0.2033945682775656;0.2033945682775656;0.2033945682775656
2017-04-18;0.525;23.75;0.0;0.0;2.566;0.2;0.2;0.2;0.2036968795122133;0.2036968795122133;0.2036968795122133
2017-04-19;0.325;24.75;0.0;0.0;2.544;0.2;0.2;0.2;0.2040235982475367;0.2040235982475367;0.2040235982475367
2017-04-20;16.675;24.5;0.0;0.0;2.522;0.2;0.2;0.2;0.2043764552310039;0.2043764552310039;0.2043764552310039
2017-04-21;18.825;23.75;0.0;0.0;2.499;0.2;0.2;0.2;0.2047572824375714;0.2047572824375714;0.2047572824375714
2017-04-22;17.375;24.75;0.0;0.0;2.477;0.2;0.2;0.2;0.2051680171694246;0.2051680171694246;0.2051680171694246
2017-04-23;13.525;24.4;0.0;0.0;2.455;0.2;0.2;0.2;0.2056107061706382;0.2056107061706382;0.2056107061706382
2017-04-24;6.225;24.9;0.0;0.0;2.439;0.2004015147892547;0.2004015147892547;0.2004015147892547;0.206087509741975;0.206087509741975;0.206087509741975
2017-04-25;4.925;26.05;0.0;0.0;2.423;0.2004436038204051;0.2004436038204051;0.2004436038204051;0.206600705839757;0.206600705839757;0.206600705839757
2017-04-26;8.975;26.25;0.0;0.0;2.411;0.2004897986399232;0.2004897986399232;0.2004897986399232;0.2071526941414383;0.2071526941414383;0.2071526941414383
2017-04-27;0.0;22.0;0.0;0.0;2.398;0.2005404660742228;0.2005404660742228;0.2005404660742228;0.207746000059174;0.207746000059174;0.207746000059174
2017-04-28;0.0;21.25;0.0;0.0;2.386;0.2005960022055906;0.2005960022055906;0.2005960022055906;0.2083832786813394;0.2083832786813394;0.2083832786813394
2017-04-29;0.0;23.45;0.0;0.0;2.377;0.200656834357828;0.200656834357828;0.200656834357828;0.2090673186205942;0.2090673186205942;0.2090673186205942
2017-04-30;0.0;24.7;0.0;0.0;2.367;0.2007234231840365;0.2007234231840365;0.2007234231840365;0.2098010457457334;0.2098010457457334;0.2098010457457334
2017-05-01;0.9;25.55;0.0;2.0;2.355;0.2007962648588226;0.2007962648588226;0.2007962648588226;0.2105875267732135;0.2105875267732135;0.2105875267732135
2017-05-02;0.0;24.9;0.0;2.0;2.343;0.2008758933769465;0.2008758933769465;0.2008758933769465;0.211429972692907;0.211429972692907;0.211429972692907
2017-05-03;0.0;24.55;0.0;2.0;2.336;0.2009628829601599;0.2009628829601599;0.2009628829601599;0.2123317420013254;0.2123317420013254;0.2123317420013254
2017-05-04;8.725;24.75;0.0;2.0;2.33;0.201057850573656;0.201057850573656;0.201057850573656;0.2132963437142697;0.2132963437142697;0.2132963437142697
2017-05-05;0.0;25.0;0.0;2.0;2.321;0.2011614585531968;0.2011614585531968;0.2011614585531968;0.2143274401296304;0.2143274401296304;0.2143274401296304
2017-05-06;0.0;25.4;0.0;2.0;2.312;0.2012744173435782;0.2012744173435782;0.2012744173435782;0.2154288493098737;0.2154288493098737;0.2154288493098737
2017-05-07;0.0;25.45;0.0;2.0;2.303;0.2013974883486505;0.2013974883486505;0.2013974883486505;0.2166045472526342;0.2166045472526342;0.2166045472526342
2017-05-08;0.0;25.7;0.0;2.0;2.294;0.2015314868926232;0.2015314868926232;0.2015314868926232;0.2178586697167883;0.2178586697167883;0.2178586697167883
2017-05-09;0.0;25.95;0.0;2.0;2.285;0.2016772852918431;0.2016772852918431;0.2016772852918431;0.2191955136704303;0.2191955136704303;0.2191955136704303
2017-05-10;0.9;25.4;0.0;2.0;2.264;0.2018358160356527;0.2018358160356527;0.2018358160356527;0.2206195383263181;0.2206195383263181;0.2206195383263181
2017-05-11;0.0;25.55;0.0;2.0;2.246;0.2020080750743033;0.2020080750743033;0.2020080750743033;0.222135365729616;0.222135365729616;0.222135365729616
2017-05-12;0.0;25.15;0.0;2.0;2.228;0.2021951252112105;0.2021951252112105;0.2021951252112105;0.2237477808621479;0.2237477808621479;0.2237477808621479
2017-05-13;0.0;25.05;0.0;2.0;2.21;0.2023980995961076;0.2023980995961076;0.2023980995961076;0.2254617312268995;0.2254617312268995;0.2254617312268995
2017-05-14;0.0;25.9;0.0;2.0;2.192;0.2026182053148676;0.2026182053148676;0.2026182053148676;0.2272823258761858;0.2272823258761858;0.2272823258761858
2017-05-15;0.0;25.85;0.0;2.0;2.174;0.2028567270709228;0.2028567270709228;0.2028567270709228;0.2292148338467468;0.2292148338467468;0.2292148338467468
2017-05-16;7.9;23.4;0.0;2.0;2.16;0.2031150309523277;0.2031150309523277;0.2031150309523277;0.231264681965052;0.231264681965052;0.231264681965052
2017-05-17;6.025;23.9;0.0;2.0;2.145;0.2033945682775656;0.2033945682775656;0.2033945682775656;0.2334374519863136;0.2334374519863136;0.2334374519863136
2017-05-18;0.0;25.15;0.0;2.0;2.133;0.2036968795122133;0.2036968795122133;0.2036968795122133;0.2357388770311232;0.2357388770311232;0.2357388770311232
2017-05-19;0.0;25.5;0.0;2.0;2.121;0.2040235982475367;0.2040235982475367;0.2040235982475367;0.2381748372842638;0.2381748372842638;0.2381748372842638
2017-05-20;0.0;25.25;0.0;2.0;2.112;0.2043764552310039;0.2043764552310039;0.2043764552310039;0.2407513549211081;0.2407513549211081;0.2407513549211081
2017-05-21;15.35;25.1;0.0;2.0;2.103;0.2047572824375714;0.2047572824375714;0.2047572824375714;0.2434745882281187;0.2434745882281187;0.2434745882281187
2017-05-22;2.25;24.5;0.0;2.0;2.094;0.2051680171694246;0.2051680171694246;0.2051680171694246;0.246350824885312;0.246350824885312;0.246350824885312
2017-05-23;0.0;25.4;0.0;2.0;2.082;0.2056107061706382;0.2056107061706382;0.2056107061706382;0.2493864743801582;0.2493864743801582;0.2493864743801582
2017-05-24;0.975;26.15;0.0;2.0;2.071;0.206087509741975;0.206087509741975;0.206087509741975;0.2525880595242596;0.2525880595242596;0.2525880595242596
2017-05-25;1.425;26.0;0.0;2.0;2.071;0.206600705839757;0.206600705839757;0.206600705839757;0.2559622070463007;0.2559622070463007;0.2559622070463007
2017-05-26;0.0;25.55;0.0;2.0;2.071;0.2071526941414383;0.2071526941414383;0.2071526941414383;0.2595156372371833;0.2595156372371833;0.2595156372371833
2017-05-27;5.45;25.75;0.0;2.0;2.071;0.207746000059174;0.207746000059174;0.207746000059174;0.2632551526259742;0.2632551526259742;0.2632551526259742
2017-05-28;0.725;24.75;0.0;2.0;2.071;0.2083832786813394;0.2083832786813394;0.2083832786813394;0.2671876256682814;0.2671876256682814;0.2671876256682814
2017-05-29;0.0;22.95;0.0;2.0;2.071;0.2090673186205942;0.2090673186205942;0.2090673186205942;0.2713199854319588;0.2713199854319588;0.2713199854319588
2017-05-30;8.3;23.05;0.0;2.0;2.071;0.2098010457457334;0.2098010457457334;0.2098010457457334;0.2756592032686062;0.2756592032686062;0.2756592032686062
2017-05-31;0.0;21.75;0.0;2.0;2.071;0.2105875267732135;0.2105875267732135;0.2105875267732135;0.2802122774631788;0.2802122774631788;0.2802122774631788
2017-06-01;0.0;20.2;5.0;2.0;2.071;0.211429972692907;0.211429972692907;0.211429972692907;0.2849862168581523;0.2849862168581523;0.2849862168581523
2017-06-02;0.0;21.9;5.0;2.0;2.068;0.2123317420013254;0.2123317420013254;0.2123317420013254;0.2899880234530904;0.2899880234530904;0.2899880234530904
2017-06-03;0.0;24.25;5.0;2.0;2.065;0.2132963437142697;0.2132963437142697;0.2132963437142697;0.2952246739851242;0.2952246739851242;0.2952246739851242
2017-06-04;0.0;25.65;5.0;2.0;2.062;0.2143274401296304;0.2143274401296304;0.2143274401296304;0.3007031005007701;0.3007031005007701;0.3007031005007701
2017-06-05;1.35;25.0;5.0;2.0;2.059;0.2154288493098737;0.2154288493098737;0.2154288493098737;0.306430169934672;0.306430169934672;0.306430169934672
2017-06-06;0.0;25.15;5.0;2.0;2.053;0.2166045472526342;0.2166045472526342;0.2166045472526342;0.3124126627162255;0.3124126627162255;0.3124126627162255
2017-06-07;0.0;24.6;5.0;2.0;2.05;0.2178586697167883;0.2178586697167883;0.2178586697167883;0.3186572504306327;0.3186572504306327;0.3186572504306327
2017-06-08;0.0;24.95;5.0;2.0;2.047;0.2191955136704303;0.2191955136704303;0.2191955136704303;0.3251704725667;0.3251704725667;0.3251704725667
2017-06-09;0.0;22.5;5.0;2.0;2.044;0.2206195383263181;0.2206195383263181;0.2206195383263181;0.3319587123896227;0.3319587123896227;0.3319587123896227
2017-06-10;0.0;18.2;5.0;2.0;2.042;0.222135365729616;0.222135365729616;0.222135365729616;0.3390281719830714;0.3390281719830714;0.3390281719830714
2017-06-11;0.0;21.3;5.0;2.0;2.039;0.2237477808621479;0.2237477808621479;0.2237477808621479;0.3463848465110645;0.3463848465110645;0.3463848465110645
2017-06-12;0.0;23.95;5.0;2.0;2.036;0.2254617312268995;0.2254617312268995;0.2254617312268995;0.3540344977563764;0.3540344977563764;0.3540344977563764
2017-06-13;0.0;24.5;5.0;2.0;2.033;0.2272823258761858;0.2272823258761858;0.2272823258761858;0.361982626998529;0.361982626998529;0.361982626998529
2017-06-14;0.0;25.3;5.0;2.0;2.03;0.2292148338467468;0.2292148338467468;0.2292148338467468;0.3702344473007358;0.3702344473007358;0.3702344473007358
2017-06-15;0.0;25.55;5.0;2.0;2.027;0.231264681965052;0.231264681965052;0.231264681965052;0.3787948552814673;0.3787948552814673;0.3787948552814673
2017-06-16;0.0;25.45;5.0;2.0;2.024;0.2334374519863136;0.2334374519863136;0.2334374519863136;0.3876684024525402;0.3876684024525402;0.3876684024525402
2017-06-17;0.0;24.0;5.0;2.0;2.021;0.2357388770311232;0.2357388770311232;0.2357388770311232;0.3968592662117803;0.3968592662117803;0.3968592662117803
2017-06-18;0.0;24.65;5.0;2.0;2.018;0.2381748372842638;0.2381748372842638;0.2381748372842638;0.4063712205843052;0.4063712205843052;0.4063712205843052
2017-06-19;0.0;22.2;5.0;2.0;2.016;0.2407513549211081;0.2407513549211081;0.2407513549211081;0.4162076068123008;0.4162076068123008;0.4162076068123008
2017-06-20;0.0;16.5;5.0;2.0;2.013;0.2434745882281187;0.2434745882281187;0.2434745882281187;0.4263713038987646;0.4263713038987646;0.4263713038987646
2017-06-21;0.0;19.85;5.0;2.0;2.013;0.246350824885312;0.246350824885312;0.246350824885312;0.436864699216021;0.436864699216021;0.436864699216021
2017-06-22;0.0;23.55;5.0;2.0;2.013;0.2493864743801582;0.2493864743801582;0.2493864743801582;0.4476896592948453;0.4476896592948453;0.4476896592948453
2017-06-23;0.0;23.85;5.0;2.0;2.01;0.2525880595242596;0.2525880595242596;0.2525880595242596;0.4588475009146999;0.4588475009146999;0.4588475009146999
2017-06-24;0.0;23.4;5.0;2.0;2.007;0.2559622070463007;0.2559622070463007;0.2559622070463007;0.4703389626198691;0.4703389626198691;0.4703389626198691
2017-06-25;0.0;23.45;5.0;2.0;2.004;0.2595156372371833;0.2595156372371833;0.2595156372371833;0.4821641767901093;0.4821641767901093;0.4821641767901093
2017-06-26;0.0;23.8;5.0;2.0;2.001;0.2632551526259742;0.2632551526259742;0.2632551526259742;0.4943226423977919;0.4943226423977919;0.4943226423977919
2017-06-27;0.0;22.95;5.0;2.0;1.998;0.2671876256682814;0.2671876256682814;0.2671876256682814;0.5068131985863465;0.5068131985863465;0.5068131985863465
2017-06-28;0.0;22.85;5.0;2.0;1.996;0.2713199854319588;0.2713199854319588;0.2713199854319588;0.5196339992070799;0.5196339992070799;0.5196339992070799
2017-06-29;0.0;23.6;5.0;2.0;1.993;0.2756592032686062;0.2756592032686062;0.2756592032686062;0.5327824884531192;0.5327824884531192;0.5327824884531192
2017-06-30;0.0;24.8;5.0;2.0;1.99;0.2802122774631788;0.2802122774631788;0.2802122774631788;0.5462553777302577;0.5462553777302577;0.5462553777302577
2017-07-01;0.0;25.25;5.0;2.0;1.987;0.2849862168581523;0.2849862168581523;0.2849862168581523;0.5600486239048468;0.5600486239048468;0.5600486239048468
2017-07-02;0.0;24.1;5.0;2.0;1.984;0.2899880234530904;0.2899880234530904;0.2899880234530904;0.5741574090685437;0.5741574090685437;0.5741574090685437
2017-07-03;0.0;23.6;5.0;2.0;1.981;0.2952246739851242;0.2952246739851242;0.2952246739851242;0.5885761219586589;0.5885761219586589;0.5885761219586589
2017-07-04;0.0;24.3;5.0;2.0;1.976;0.3007031005007701;0.3007031005007701;0.3007031005007701;0.6032983411710409;0.6032983411710409;0.6032983411710409
2017-07-05;0.0;24.1;5.0;2.0;1.97;0.306430169934672;0.306430169934672;0.306430169934672;0.6183168202998481;0.6183168202998481;0.6183168202998481
2017-07-06;0.0;23.9;5.0;2.0;1.964;0.3124126627162255;0.3124126627162255;0.3124126627162255;0.6336234751351961;0.6336234751351961;0.6336234751351961
2017-07-07;0.0;23.5;5.0;2.0;1.959;0.3186572504306327;0.3186572504306327;0.3186572504306327;0.6492093730455025;0.6492093730455025;0.6492093730455025
